period,observed,trend,seasonal,resid
2021-07,32.0,26.639812386337557,8.04579138883624,-2.685603775173796
2021-08,30.0,26.659967639728393,2.0665699073111905,1.2734624529604162
2021-09,28.0,26.656283867546772,0.17932646524053464,1.164389667212692
2021-10,24.0,26.643236401615432,-2.445779053767047,-0.19745734784838476
2021-11,33.0,26.61294139127101,6.0743798731917655,0.31267873553722225
2021-12,27.0,26.57594783653542,-0.40053432854238497,0.824586492006965
2022-01,27.0,26.51686514474483,-1.4551711614467364,1.9383060167019046
2022-02,16.0,26.41098475569108,-5.726426933143338,-4.684557822547742
2022-03,18.0,26.23852065179726,-8.448640994802055,0.21012034300479598
2022-04,27.0,25.992978440622878,-0.3644409223903458,1.3714624817674697
2022-05,32.0,25.71486637323528,-1.959586227140893,8.244719853905615
2022-06,25.0,25.446108686142868,6.070011438001535,-6.516120124144404
2022-07,37.0,25.20114870248283,9.08805573255322,2.7107955649639486
2022-08,25.0,24.978113938405645,0.2666850733564168,-0.24479901176206198
2022-09,29.0,24.782478051940846,-0.8986089940031419,5.116130942062295
2022-10,19.0,24.616558766927053,-2.626096563931937,-2.990462202995115
2022-11,26.0,24.485442399835947,4.879713826479596,-3.3651562263155412
2022-12,24.0,24.367106123719815,0.2622422053745871,-0.6293483290944017
2023-01,16.0,24.23861734421436,-1.0853356925495634,-7.153281651664798
2023-02,22.0,24.116837787535488,-4.027527447192689,1.9106896596572014
2023-03,18.0,24.0418064091666,-8.931295952105057,2.889489542938456
2023-04,21.0,24.037382328246316,-1.3358116593253295,-1.7015706689209864
2023-05,21.0,24.104870936432633,-0.7274997780823748,-2.3773711583502575
2023-06,35.0,24.22498873777152,6.579052980171285,4.195958282057198
2023-07,19.0,24.36749150212122,8.448730255574693,-13.816221757695912
2023-08,26.0,24.520257095459538,-3.3350158397966396,4.814758744337102
2023-09,17.0,24.678379124637182,-2.0501288669020554,-5.628250257735125
2023-10,19.0,24.840339906987037,1.3229762190972068,-7.1633161260842435
2023-11,29.0,24.98916246801607,5.313955049685238,-1.3031175177013061
2023-12,31.0,25.13262134453129,-1.0008069532578279,6.868185608726538
2024-01,25.0,25.30815283662629,-0.6304514734340354,0.3222986368077443
2024-02,25.0,25.506742424724504,-2.2820131412861953,1.7752707165616926
2024-03,9.0,25.696709423765,-8.223929370428111,-8.47278005333689
2024-04,22.0,25.878769859230072,-1.0287054775182596,-2.850064381711814
2024-05,28.0,26.048793124101337,0.7723325635084992,1.178874312390164
2024-06,35.0,26.16912644415007,5.688585027522376,3.142288528327555
2024-07,36.0,26.207160694047463,4.827836945909118,4.965002360043417
2024-08,16.0,26.12635002353963,-6.011856812175998,-4.11449321136363
2024-09,24.0,25.942863437881492,-3.50726250332593,1.5643990654444373
2024-10,35.0,25.695926792372997,4.977900200105724,4.32617300752128
2024-11,32.0,25.402952882031055,6.227222071472292,0.36982504649665415
2024-12,21.0,25.032486594784206,-1.8770777386285797,-2.1554088561556277
2025-01,28.0,24.568897992843155,-0.18650978047508496,3.6176117876319296
2025-02,25.0,24.034903604714614,-0.7589775272180066,1.7240739225033934
2025-03,14.0,23.461035809411413,-7.515438237515882,-1.945597571895533
2025-04,23.0,22.855157760562683,-0.4763130472027456,0.6211552866400609
2025-05,20.0,22.21521822642111,2.944320853779479,-5.159539080200592
2025-06,27.0,21.558165949191004,4.301968051302867,1.139865999506128
2025-07,23.0,20.905057744022475,1.1386225888539252,0.9563196671236014
2025-08,32.0,20.2851684635547,-8.98979607144295,20.704627607888252
2025-09,40.0,19.685333097298845,-4.968775942824353,25.283442845525506
2025-10,28.0,19.091584707842134,9.034208876792382,-0.1257935846345184
2025-11,27.0,18.475641263553296,7.431943201843978,1.0924155346027256
2025-12,15.0,17.85614887375964,-2.9510980276775656,0.09494915391792702
2026-01,16.0,17.235433347471492,0.42689713636164894,-1.6623304838331414
2026-02,15.0,16.613846798301143,0.5495534518881757,-2.1634002501893193
2026-03,12.0,15.992345419111992,-6.741098219924066,2.748752800812074
2026-04,17.0,15.371997204772406,0.3628151922095469,1.265187603018049
2026-05,23.0,14.752393194457724,5.248638735697597,2.998968069844679
2026-06,14.0,14.132085012342706,2.46045004643219,-2.592535058774896
2026-07,8.0,13.508904839698456,-3.039833705369386,-2.46907113432907
2026-08,2.0,12.882144010760795,-11.963156890307484,1.0810128795466891
